UBIGEO,DEP,PROV,DIST,CODCP,NOMCP,MNOMCP,CAPITAL,CON_IE,NIVEL,CPINEI,CPINEI2,CPINEI_BKP,FUENTE_G,Z,XGD,YGD,Y_X_COORD
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),229595,San Pablo de Lanjas,SAN PABLO DE LANJAS,0,1,IP,1001060024,,1001060024,MED-GPS,2694,-76.37916423000,-9.88255851000,-9.88255850999997-76.37916423
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,246528,?Êahuinsequia,?ÊAHUINSEQUIA,0,1,G,1001090081,,1001090081,MED-GPS,2068,-76.16587897000,-9.87419540000,-9.87419539999996-76.1658789699999
100104,HUANUCO,HUANUCO,CHURUBAMBA,511817,Simon Bolivar de Quenra,SIMON BOLIVAR DE QUENRA,0,1,IPS,1001040053,,1001040053,MED-GPS,2801,-76.22339917000,-9.79163069000,-9.79163068999998-76.2233991699999
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),212923,Machapampa,MACHAPAMPA,0,0,,1001060067,,1001060067,IGN,3758,-76.39724914000,-9.83278040000,-9.83278039999993-76.39724914
100113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,519646,Libertad,LIBERTAD,0,0,,,,,IGN,2803,-75.90666878000,-9.77562802000,-9.77562801999994-75.90666878
020201,ANCASH,AIJA,AIJA,239541,Palmira,PALMIRA,0,0,,,,,IGN,3285,-77.61460751000,-9.77556390000,-9.77556389999995-77.61460751
101105,HUANUCO,YAROWILCA,JACAS CHICO,610924,Riwish,RIWISH,0,0,,1011050020,,1011050020,INEI,3824,-76.50513333400,-9.88068166700,-9.88068166699998-76.5051333339999
101101,HUANUCO,YAROWILCA,CHAVINILLO,617274,San Cristobal,SAN CRISTOBAL,0,0,,1011010074,,1011010074,INEI,3497,-76.60518998600,-9.85459997800,-9.85459997799995-76.605189986
100301,HUANUCO,DOS DE MAYO,LA UNION,528961,Tambormachay,TAMBORMACHAY,0,0,,,,,IGN,4037,-76.74288677000,-9.87196478000,-9.87196477999993-76.74288677
101102,HUANUCO,YAROWILCA,CAHUAC,613675,Shanguil Jircan,SHANGUIL JIRCAN,0,0,,1011020029,,1011020029,INEI,3428,-76.61808998600,-9.87453997800,-9.87453997799997-76.618089986
021702,ANCASH,RECUAY,CATAC,231977,Tingo,TINGO,0,0,,,,,IGN,4238,-77.27758877000,-9.87158240000,-9.87158239999997-77.27758877
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),546933,Collota,COLLOTA,0,0,,1001060005,,1001060005,IGN,3425,-76.35642978000,-9.87157502000,-9.87157501999997-76.35642978
101105,HUANUCO,YAROWILCA,JACAS CHICO,511360,Shiligaga,SHILIGAGA,0,0,,,,,IGN,4019,-76.50852764000,-9.84938603000,-9.84938602999995-76.50852764
101102,HUANUCO,YAROWILCA,CAHUAC,623034,Gonog Puquio,GONOG PUQUIO,0,0,,1011020010,,1011020010,INEI,3419,-76.63738666700,-9.85067666700,-9.85067666699996-76.637386667
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),612868,Gechgalan,GECHGALAN,0,0,,1001060002,,1001060002,INEI,3960,-76.43382166700,-9.81987333300,-9.81987333299998-76.433821667
101106,HUANUCO,YAROWILCA,OBAS,510452,Pacta,PACTA,0,0,,1011060086,,1011060086,IGN,3805,-76.69048277000,-9.84924615000,-9.84924614999994-76.69048277
021103,ANCASH,HUARMEY,CULEBRAS,210015,Turripampa,TURRIPAMPA,0,0,,0211030017,,0211030017,IGN,308,-78.05008390000,-9.84918902000,-9.84918901999993-78.0500838999999
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,129815,Shanshuy,SHANSHUY,0,1,P,1009020046,,1009020046,MED-GPS,287,-75.33195964100,-9.85401417800,-9.85401417799994-75.331959641
100804,HUANUCO,PACHITEA,UMARI,521484,Rogotoyog,ROGOTOYOG,0,0,,1008040014,,1008040014,IGN,2670,-76.05827053000,-9.84917427000,-9.84917426999994-76.05827053
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,510876,Ripan,RIPAN,0,0,,,,,IGN,2119,-76.27393901000,-9.84916578000,-9.84916577999996-76.2739390099999
100101,HUANUCO,HUANUCO,HUANUCO,229289,Ahuas Grande,AHUAS GRANDE,0,0,,1001010061,,1001010061,IGN,3031,-76.35263926000,-9.84899815000,-9.84899814999994-76.35263926
101106,HUANUCO,YAROWILCA,OBAS,564930,Coripampa,CORIPAMPA,0,0,,,,,DRE/UGEL,3994,-76.74146866000,-9.84898366000,-9.84898365999993-76.74146866
100801,HUANUCO,PACHITEA,PANAO,518841,Marapampa,MARAPAMPA,0,0,,1008010005,,1008010005,IGN,2189,-75.94164477000,-9.84879465000,-9.84879464999995-75.94164477
101102,HUANUCO,YAROWILCA,CAHUAC,213372,Mishitana,MISHITANA,0,0,,,,,IGN,3681,-76.64627328000,-9.84870377000,-9.84870376999993-76.6462732799999
190308,PASCO,OXAPAMPA,CONSTITUCION,516724,San Francisco Palomar del Sira,SAN FRANCISCO PALOMAR DEL SIRA,0,0,,,,,IGN,709,-74.51684390000,-9.84852778000,-9.84852777999993-74.5168439
101106,HUANUCO,YAROWILCA,OBAS,625645,Cordormachay,CORDORMACHAY,0,0,,1011060090,,1011060090,INEI,3955,-76.70687833300,-9.86354666700,-9.86354666699998-76.706878333
100322,HUANUCO,DOS DE MAYO,SILLAPATA,128541,Garbanzopata,GARBANZOPATA,0,0,,1003220057,,1003220057,IGN,3613,-76.77693615000,-9.84829778000,-9.84829777999994-76.77693615
101101,HUANUCO,YAROWILCA,CHAVINILLO,520754,Cochaucro,COCHAUCRO,0,0,,1011010061,,1011010061,IGN,3817,-76.58909065000,-9.84827815000,-9.84827814999994-76.5890906499999
100317,HUANUCO,DOS DE MAYO,RIPAN,551055,Mesarumi,MESARUMI,0,0,,1003170052,,1003170052,IGN,3814,-76.84769103000,-9.84803365000,-9.84803364999993-76.84769103
100804,HUANUCO,PACHITEA,UMARI,512063,Huayopata,HUAYOPATA,0,1,P,1008040003,,1008040003,MED-GPS,2219,-76.06598830000,-9.84802167000,-9.84802166999998-76.0659883
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,214165,Huampumayo,HUAMPUMAYO,0,0,,1009020048,,1009020048,IGN,360,-75.39349814000,-9.84791103000,-9.84791102999998-75.39349814
100322,HUANUCO,DOS DE MAYO,SILLAPATA,616718,Mesapata,MESAPATA,0,0,,1003220058,,1003220058,INEI,3631,-76.77371666700,-9.84992166700,-9.84992166699993-76.773716667
021103,ANCASH,HUARMEY,CULEBRAS,225885,Carrizal,CARRIZAL,0,0,,,,,IGN,377,-78.02382528000,-9.84783952000,-9.84783951999998-78.02382528
101105,HUANUCO,YAROWILCA,JACAS CHICO,117232,Rosapampa,ROSAPAMPA,0,1,IP,1011050015,,1011050015,MED-GPS,3789,-76.49232397000,-9.87146806000,-9.87146805999993-76.49232397
100301,HUANUCO,DOS DE MAYO,LA UNION,210781,Challhuapuquio,CHALLHUAPUQUIO,0,0,,,,,IGN,3765,-76.76227090000,-9.87133390000,-9.87133389999997-76.7622709
100301,HUANUCO,DOS DE MAYO,LA UNION,120301,Luychupananan,LUYCHUPANANAN,0,0,,1003010023,,1003010023,IGN,3595,-76.78906240000,-9.87122415000,-9.87122414999993-76.7890624
021702,ANCASH,RECUAY,CATAC,229051,Mina Santa Elenita,MINA SANTA ELENITA,0,0,,,,,IGN,4412,-77.46938990000,-9.87075141000,-9.87075140999997-77.4693899
101102,HUANUCO,YAROWILCA,CAHUAC,223212,Palpan,PALPAN,0,0,,1011020027,,1011020027,IGN,3535,-76.62419703000,-9.87071365000,-9.87071364999997-76.6241970299999
101105,HUANUCO,YAROWILCA,JACAS CHICO,543750,Yanaututo,YANAUTUTO,0,0,,1011050016,,1011050016,IGN,3814,-76.50723877000,-9.87060477000,-9.87060476999994-76.50723877
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,525107,Marcopata,MARCOPATA,0,1,P,1001090077,,1001090077,MED-GPS,2930,-76.12335273000,-9.87056895000,-9.87056894999995-76.12335273
100804,HUANUCO,PACHITEA,UMARI,623179,Pachamu??a,PACHAMU?ÊA,0,0,,1001090078,,1001090078,INEI,3355,-76.10777500000,-9.89165500000,-9.89165499999996-76.1077749999999
100804,HUANUCO,PACHITEA,UMARI,218802,Chagllapampa,CHAGLLAPAMPA,0,1,I,1008040034,,1008040034,IGN,2470,-76.08216577000,-9.87333077000,-9.87333076999994-76.08216577
021104,ANCASH,HUARMEY,HUAYAN,211697,Chongarun,CHONGARUN,0,0,,,,,IGN,2876,-77.69897402000,-9.87313240000,-9.87313239999997-77.69897402
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),233376,Llinlli,LLINLLI,0,0,,1001060057,,1001060057,IGN,3433,-76.40359864000,-9.87304203000,-9.87304202999997-76.40359864
190308,PASCO,OXAPAMPA,CONSTITUCION,121020,Flor de un Dia,FLOR DE UN DIA,0,1,I,1903080025,,1903080025,IGN,247,-75.07763428000,-9.87296853000,-9.87296852999998-75.07763428
100801,HUANUCO,PACHITEA,PANAO,613557,Silla Marca Marca,SILLA MARCA MARCA,0,1,IP,1008010009,,1008010009,MED-GPS,3282,-75.93264192000,-9.87295035000,-9.87295034999994-75.93264192
100804,HUANUCO,PACHITEA,UMARI,652395,Ni??acocha,NI?ÊACOCHA,0,1,IP,1008040053,,1008040053,MED-GPS,3073,-76.01429319000,-9.87293149000,-9.87293148999993-76.01429319
101102,HUANUCO,YAROWILCA,CAHUAC,625700,Huaylapa (Sierra Verde),HUAYLAPA (SIERRA VERDE),0,0,,1011020037,,1011020037,INEI,3903,-76.67994166700,-9.87186000000,-9.87185999999997-76.679941667
100104,HUANUCO,HUANUCO,CHURUBAMBA,221389,Mascaron,MASCARON,0,0,,,,,IGN,2475,-76.08772490000,-9.87283227000,-9.87283226999995-76.0877249
100103,HUANUCO,HUANUCO,CHINCHAO,534181,San Luis,SAN LUIS,0,0,,1001030032,,1001030032,IGN,2008,-76.07614140000,-9.58575290000,-9.58575289999993-76.0761414
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,239368,Tato,TATO,0,0,,,,,IGN,423,-75.47729764000,-9.58559140000,-9.58559139999994-75.47729764
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,534982,Sonchopampa,SONCHOPAMPA,0,0,,,,,IGN,2108,-76.23683802000,-9.85885578000,-9.85885577999994-76.2368380199999
100804,HUANUCO,PACHITEA,UMARI,126504,Fundo San Juan,FUNDO SAN JUAN,0,0,,,,,IGN,2299,-76.07932865000,-9.85885052000,-9.85885051999998-76.07932865
101105,HUANUCO,YAROWILCA,JACAS CHICO,528264,Huancacucho,HUANCACUCHO,0,0,,1011050005,,1011050005,IGN,3907,-76.49205464000,-9.85877102000,-9.85877101999995-76.4920546399999
101101,HUANUCO,YAROWILCA,CHAVINILLO,116284,Chavinillo,CHAVINILLO,2,1,IPS,1011010001,,1011010001,MED-GPS,3458,-76.60839481000,-9.85874366000,-9.85874365999996-76.6083948099999
101106,HUANUCO,YAROWILCA,OBAS,123752,Rucuanuca,RUCUANUCA,0,0,,,,,IGN,3788,-76.69906091000,-9.85866127000,-9.85866126999997-76.69906091
020508,ANCASH,BOLOGNESI,HUALLANCA,246360,Sheclla,SHECLLA,0,0,,0205080161,,0205080161,IGN,3747,-76.90223377000,-9.85864415000,-9.85864414999998-76.90223377
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),223158,Collota,COLLOTA,0,0,,,,,IGN,3742,-76.46067164000,-9.85860503000,-9.85860502999998-76.46067164
100301,HUANUCO,DOS DE MAYO,LA UNION,544834,Pachachaca,PACHACHACA,0,0,,1003010009,,1003010009,IGN,3553,-76.78817140000,-9.85834403000,-9.85834402999996-76.7881714
021104,ANCASH,HUARMEY,HUAYAN,237791,Huallan,HUALLAN,0,0,,0211040008,,0211040008,IGN,3115,-77.69238566000,-9.85832915000,-9.85832914999997-77.69238566
100301,HUANUCO,DOS DE MAYO,LA UNION,514183,Pueblo Viejo,PUEBLO VIEJO,0,0,,1003010010,,1003010010,IGN,3584,-76.79741853000,-9.85232803000,-9.85232802999997-76.79741853
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,214913,San Pedro Macha,SAN PEDRO MACHA,0,1,IP,1001090048,,1001090048,MED-GPS,2181,-76.30399689000,-9.85222458000,-9.85222457999993-76.30399689
101102,HUANUCO,YAROWILCA,CAHUAC,620794,Chihuancal,CHIHUANCAL,0,0,,1011020012,,1011020012,INEI,3367,-76.62952666700,-9.85239666700,-9.85239666699994-76.6295266669999
100802,HUANUCO,PACHITEA,CHAGLLA,533475,Quishuar,QUISHUAR,0,1,GP,1008020049,,1008020049,MED-GPS,3205,-75.88359336000,-9.85200807000,-9.85200806999995-75.88359336
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,226096,Huayrajirca,HUAYRAJIRCA,0,1,GP,1001040107,1001090073,1001040107,MED-GPS,2131,-76.13421912000,-9.85188595000,-9.85188594999994-76.13421912
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,218919,Quera / San Sebastian de Quera,QUERA / SAN SEBASTIAN DE QUERA,0,1,IPS,1001090058,,1001090058,MED-GPS,2068,-76.27439512000,-9.85182463000,-9.85182462999995-76.27439512
020504,ANCASH,BOLOGNESI,AQUIA,616628,Antacallanga,ANTACALLANGA,0,0,,0205040002,,0205040002,INEI,4279,-77.11187000000,-9.89115500000,-9.89115499999997-77.11187
100322,HUANUCO,DOS DE MAYO,SILLAPATA,215722,Putacahuain,PUTACAHUAIN,0,0,,1003220076,,1003220076,IGN,3568,-76.77600840000,-9.85168578000,-9.85168577999997-76.7760084
101106,HUANUCO,YAROWILCA,OBAS,649980,Goripampa,GORIPAMPA,0,0,,1011060088,,1011060088,INEI,3924,-76.72872666700,-9.84743333300,-9.84743333299997-76.728726667
021104,ANCASH,HUARMEY,HUAYAN,533705,Hualli,HUALLI,0,0,,0211040004,,0211040004,MED-GPS,2046,-77.72335656000,-9.84204511000,-9.84204510999996-77.72335656
100301,HUANUCO,DOS DE MAYO,LA UNION,550031,Tauripampa,TAURIPAMPA,0,0,,1003010011,,1003010011,IGN,3309,-76.82177653000,-9.85154566000,-9.85154565999994-76.82177653
101106,HUANUCO,YAROWILCA,OBAS,542459,Ucruhuay,UCRUHUAY,0,0,,1011060085,,1011060085,IGN,3709,-76.68851865000,-9.85150003000,-9.85150002999995-76.6885186499999
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),211648,Chayac Chico,CHAYAC CHICO,0,0,,,,,IGN,3609,-76.40679127000,-9.85148989000,-9.85148988999993-76.40679127
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),234215,Jarapacha,JARAPACHA,0,0,,,,,IGN,3644,-76.47842489000,-9.85145228000,-9.85145227999993-76.47842489
101101,HUANUCO,YAROWILCA,CHAVINILLO,619925,Puto Shongo,PUTO SHONGO,0,0,,1011010060,,1011010060,INEI,3625,-76.59591666700,-9.84601833300,-9.84601833299996-76.595916667
100104,HUANUCO,HUANUCO,CHURUBAMBA,129562,Tumacpampa,TUMACPAMPA,0,1,GP,1001040088,,1001040088,MED-GPS,2375,-76.10632268000,-9.85091958000,-9.85091957999998-76.1063226799999
101102,HUANUCO,YAROWILCA,CAHUAC,622384,Pulpuliag,PULPULIAG,0,0,,1011020011,,1011020011,INEI,3409,-76.63496833300,-9.85097364200,-9.85097364199993-76.634968333
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,535661,Taruca,TARUCA,0,0,,1001090071,,1001090071,IGN,1867,-76.14941827000,-9.85085177000,-9.85085176999996-76.14941827
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,543394,Uncho,UNCHO,0,0,,1001090047,,1001090047,IGN,2164,-76.28459227000,-9.85064341000,-9.85064340999998-76.28459227
100804,HUANUCO,PACHITEA,UMARI,222823,Huiyan,HUIYAN,0,1,IP,1008040012,,1008040012,MED-GPS,2798,-76.00744672000,-9.85057794000,-9.85057793999994-76.00744672
100301,HUANUCO,DOS DE MAYO,LA UNION,122606,Guellaycancha,GUELLAYCANCHA,0,1,IPS,1003010007,,1003010007,MED-GPS,3576,-76.79487011000,-9.85027509000,-9.85027508999997-76.79487011
101102,HUANUCO,YAROWILCA,CAHUAC,616461,Jatun Ogo,JATUN OGO,0,0,,1011020006,,1011020006,INEI,3688,-76.64645998600,-9.84880997800,-9.84880997799996-76.646459986
020508,ANCASH,BOLOGNESI,HUALLANCA,229474,Ututo,UTUTO,0,0,,0205080024,,0205080024,IGN,4045,-76.92030727000,-9.84997115000,-9.84997114999993-76.92030727
100317,HUANUCO,DOS DE MAYO,RIPAN,523740,Conobamba,CONOBAMBA,0,1,IP,1003170054,,1003170054,MED-GPS,3272,-76.82880901000,-9.84995463000,-9.84995462999996-76.82880901
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,213497,Tarayoc,TARAYOC,0,0,,1001090062,,1001090062,IGN,2141,-76.20145077000,-9.84992602000,-9.84992601999994-76.20145077
100317,HUANUCO,DOS DE MAYO,RIPAN,244769,Huishllac,HUISHLLAC,0,0,,,,,IGN,3478,-76.83403965000,-9.84977728000,-9.84977727999996-76.83403965
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,217768,Taulligan,TAULLIGAN,0,1,IP,1001090072,,1001090072,MED-GPS,1901,-76.14692387000,-9.84969623000,-9.84969622999995-76.14692387
100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,621390,Maronilla,MARONILLA,0,0,,1006020021,,1006020021,INEI,987,-75.85608998500,-9.23279997700,-9.23279997699996-75.856089985
100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,620700,Porvenir de Marona,PORVENIR DE MARONA,0,1,GP,1006020020,,1006020020,MED-GPS,810,-75.89885419000,-9.22971393000,-9.22971392999995-75.89885419
100505,HUANUCO,HUAMALIES,JIRCAN,546926,Tablachaca,TABLACHACA,0,0,,1005050019,,1005050019,IGN,3570,-76.71007977000,-9.22919490000,-9.22919489999998-76.7100797699999
100804,HUANUCO,PACHITEA,UMARI,538022,Cruz Punta,CRUZ PUNTA,0,1,IP,1008040033,,1008040033,MED-GPS,2656,-76.05468433000,-9.85825337000,-9.85825336999994-76.05468433
101106,HUANUCO,YAROWILCA,OBAS,231927,Huancayoc,HUANCAYOC,0,0,,1011060142,,1011060142,IGN,3983,-76.71809790000,-9.85821341000,-9.85821340999996-76.7180979
100301,HUANUCO,DOS DE MAYO,LA UNION,240294,Recodo,RECODO,0,0,,,,,IGN,3474,-76.86136615000,-9.85815777000,-9.85815776999993-76.86136615
101105,HUANUCO,YAROWILCA,JACAS CHICO,112394,Isipampa,ISIPAMPA,0,1,IP,,,,IMG_SATELITAL,3656,-76.54039421000,-9.84690284000,-9.84690283999993-76.54039421
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,627022,Concepcion,CONCEPCION,0,0,,1008020056,,1008020056,INEI,1470,-75.66872500000,-9.86481500000,-9.86481499999996-75.6687249999999
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,530241,Huayllapampa,HUAYLLAPAMPA,0,0,,,,,IGN,1837,-76.15786990000,-9.85798540000,-9.85798539999996-76.1578699
101106,HUANUCO,YAROWILCA,OBAS,128919,Mesapata,MESAPATA,0,0,,1011060092,,1011060092,IGN,3737,-76.69456827000,-9.85781453000,-9.85781452999993-76.6945682699999
101102,HUANUCO,YAROWILCA,CAHUAC,513885,Bolognesi,BOLOGNESI,0,1,P,1011020018,,1011020018,MED-GPS,3609,-76.63857383000,-9.85775308000,-9.85775307999995-76.63857383
190308,PASCO,OXAPAMPA,CONSTITUCION,124332,Constitucion / Ciudad Constitucion,CONSTITUCION / CIUDAD CONSTITUCION,3,1,GIPSKD,1903080001,1903080018,1903080001,MED-GPS,237,-75.01737381000,-9.85719725000,-9.85719724999996-75.01737381
100804,HUANUCO,PACHITEA,UMARI,529889,Huancaturpa,HUANCATURPA,0,1,IP,1008040019,,1008040019,MED-GPS,2886,-75.96980442000,-9.85750599000,-9.85750598999994-75.9698044199999
100801,HUANUCO,PACHITEA,PANAO,619096,Huanchag Grande,HUANCHAG GRANDE,0,1,IP,1008010004,,1008010004,MED-GPS,2764,-75.93549562000,-9.85747804000,-9.85747803999993-75.93549562
100804,HUANUCO,PACHITEA,UMARI,546624,Tierra Blanca,TIERRA BLANCA,0,0,,1008040023,,1008040023,IGN,2704,-76.05766103000,-9.85745240000,-9.85745239999994-76.05766103
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,222395,Rumitambo,RUMITAMBO,0,0,,,,,IGN,267,-75.28601503000,-9.85741565000,-9.85741564999995-75.28601503
020508,ANCASH,BOLOGNESI,HUALLANCA,119911,Cashapata,CASHAPATA,0,0,,0205080159,,0205080159,IGN,3762,-76.89347691000,-9.85738728000,-9.85738727999995-76.8934769099999
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,512350,Libertad De Santa Ana,LIBERTAD DE SANTA ANA,0,1,IP,1001060003,,1001060003,MED-GPS,3793,-76.41701346000,-9.79110654000,-9.79110653999993-76.41701346
020504,ANCASH,BOLOGNESI,AQUIA,111391,Pampacancha,PAMPACANCHA,0,0,,,,,IGN,4492,-77.14082165000,-9.85725640000,-9.85725639999993-77.14082165
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,534092,Mayorgo,MAYORGO,0,0,,,,,IGN,1839,-76.16562889000,-9.85718028000,-9.85718027999997-76.1656288899999
100106,HUANUCO,HUANUCO,QUISQUI (KICHKI),221923,Casacancha,CASACANCHA,0,0,,1001060007,,1001060007,IGN,3500,-76.40719265000,-9.85696516000,-9.85696515999996-76.40719265
020205,ANCASH,AIJA,SUCCHA,618893,Pancam,PANCAM,0,0,,,,,INEI,4364,-77.61746677000,-9.85694140000,-9.85694139999993-77.61746677
101101,HUANUCO,YAROWILCA,CHAVINILLO,610582,Antarragra,ANTARRAGRA,0,0,,1011010067,,1011010067,INEI,3661,-76.55112000000,-9.84620333300,-9.84620333299995-76.55112
101102,HUANUCO,YAROWILCA,CAHUAC,549116,Urraga,URRAGA,0,0,,,,,IGN,3502,-76.63395852000,-9.85677790000,-9.85677789999994-76.63395852
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,531219,Huanquilla,HUANQUILLA,0,1,G,1001090065,,1001090065,IGN,1981,-76.20592752000,-9.85677403000,-9.85677402999994-76.20592752
020508,ANCASH,BOLOGNESI,HUALLANCA,127051,Shiripata,SHIRIPATA,0,0,,0205080144,,0205080144,IGN,4066,-76.92385140000,-9.85676165000,-9.85676164999995-76.9238514
101105,HUANUCO,YAROWILCA,JACAS CHICO,222527,Jallan / Galan,JALLAN / GALAN,0,0,,1011050004,,1011050004,IGN,3765,-76.52105665000,-9.85666578000,-9.85666577999996-76.5210566499999
021103,ANCASH,HUARMEY,CULEBRAS,121646,Santa Rosa,SANTA ROSA,0,0,,0211030010,,0211030010,IGN,244,-78.08165589000,-9.85656390000,-9.85656389999997-78.08165589
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,549901,Yanayacu,YANAYACU,0,1,IP,1001010060,,1001010060,MED-GPS,2269,-76.32381818000,-9.86009075000,-9.86009074999993-76.32381818
250401,UCAYALI,PURUS,PURUS,621821,Fundo Yolanda,FUNDO YOLANDA,0,0,,,,,INEI,256,-70.87935938000,-9.86007227000,-9.86007226999993-70.87935938
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,546183,Pacaypampa,PACAYPAMPA,0,1,G,1001090070,,1001090070,MED-GPS,1864,-76.15905199000,-9.86001076000,-9.86001075999997-76.15905199
100301,HUANUCO,DOS DE MAYO,LA UNION,225034,Colpa,COLPA,0,1,GP,1003010013,,1003010013,MED-GPS,3300,-76.85027421000,-9.85994280000,-9.85994279999994-76.85027421
021702,ANCASH,RECUAY,CATAC,616819,Tantash,TANTASH,0,0,,0217020044,,0217020044,INEI,4681,-77.19795000000,-9.88571000000,-9.88570999999996-77.1979499999999
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,510329,Casha,CASHA,0,1,GP,1001090075,,1001090075,MED-GPS,1930,-76.14911011000,-9.85959262000,-9.85959261999994-76.14911011
101102,HUANUCO,YAROWILCA,CAHUAC,236946,Pumaucro,PUMAUCRO,0,0,,1011020008,,1011020008,IGN,3747,-76.64356828000,-9.85957166000,-9.85957165999997-76.64356828
100804,HUANUCO,PACHITEA,UMARI,234895,Yunca Shunto,YUNCA SHUNTO,0,0,,,,,IGN,2881,-76.02793614000,-9.85957127000,-9.85957126999995-76.02793614
100802,HUANUCO,PACHITEA,CHAGLLA,624380,Palmapampa,PALMAPAMPA,0,0,,1008020027,,1008020027,INEI,2532,-75.72283220200,-9.75442373400,-9.75442373399994-75.722832202
101102,HUANUCO,YAROWILCA,CAHUAC,611308,Sinchi Roca,SINCHI ROCA,0,0,,1011020020,,1011020020,INEI,3419,-76.62973500000,-9.85905666700,-9.85905666699995-76.629735
101102,HUANUCO,YAROWILCA,CAHUAC,619030,Progresista (Pogra),PROGRESISTA (POGRA),0,0,,1011020019,,1011020019,INEI,3682,-76.63508333300,-9.86526666700,-9.86526666699996-76.635083333
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,131198,Conchumayo,CONCHUMAYO,0,1,GP,1001090067,,1001090067,MED-GPS,1857,-76.18910020000,-9.85900190000,-9.85900189999995-76.1891002
100506,HUANUCO,HUAMALIES,MIRAFLORES,622667,Pucacocha,PUCACOCHA,0,0,,,,,INEI,4374,-76.90132027000,-9.38371090000,-9.38371089999993-76.90132027
021007,ANCASH,HUARI,HUACHIS,214310,Choquemarcan,CHOQUEMARCAN,0,0,,,,,IGN,3141,-77.07797690000,-9.38362252000,-9.38362251999996-77.0779769
020611,ANCASH,CARHUAZ,YUNGAR,525349,Trigopampa,TRIGOPAMPA,0,1,GP,0206110012,,0206110012,MED-GPS,3020,-77.60303092000,-9.38443968000,-9.38443967999996-77.60303092
021015,ANCASH,HUARI,SAN PEDRO DE CHANA,531189,Ullucuyoc,ULLUCUYOC,0,0,,,,,IGN,3327,-77.01741103000,-9.38321177000,-9.38321176999995-77.0174110299999
100503,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,621368,Huangur  Cuta,HUANGUR  CUTA,0,0,,1005030013,,1005030013,INEI,3547,-76.75409998600,-9.37861997800,-9.37861997799996-76.754099986
020611,ANCASH,CARHUAZ,YUNGAR,544382,Carian,CARIAN,0,1,P,0206110009,,0206110009,MED-GPS,2806,-77.59018955000,-9.38051292000,-9.38051291999994-77.5901895499999
100101,HUANUCO,HUANUCO,HUANUCO,229785,Piquitambo,PIQUITAMBO,0,0,,1001010058,,1001010058,IGN,2667,-76.34148490000,-9.84961103000,-9.84961102999995-76.3414849
100317,HUANUCO,DOS DE MAYO,RIPAN,240593,Intipumco,INTIPUMCO,0,0,,,,,IGN,3747,-76.87239978000,-9.84948240000,-9.84948239999994-76.87239978
100801,HUANUCO,PACHITEA,PANAO,545663,Agua Blanca,AGUA BLANCA,0,1,GP,1008020041,,1008020041,MED-GPS,2734,-75.92828715000,-9.84946459000,-9.84946458999997-75.92828715
190308,PASCO,OXAPAMPA,CONSTITUCION,311182,La Inmaculada,LA INMACULADA,0,0,,,,,IBC,267,-75.08240885100,-9.84871016400,-9.84871016399995-75.082408851
021104,ANCASH,HUARMEY,HUAYAN,127693,Ranchin,RANCHIN,0,1,P,0211040003,,0211040003,MED-GPS,2482,-77.71121250000,-9.84194224000,-9.84194223999998-77.7112125
